#OG_name	GCF_021155775.1_iyNeoPine1.1_protein.faa	GCF_021901455.1_iyNeoLeco1.1_protein.faa	GCF_021901495.1_iyNeoVirg1.1_protein.faa	GCF_021155785.1_iyNeoFabr1.1_protein.faa	GCF_021155765.1_iyDipSimi1.1_protein.faa
OG_6923	XP_046484838.1 XP_046484876.1 XP_046484844.1 XP_046484813.1 XP_046484850.1 XP_046484822.1 XP_046484858.1 XP_046484828.1 XP_046484867.1	XP_046592881.1 XP_015512044.2	XP_046607209.1 XP_046607220.1 XP_046607192.1 XP_046607228.1 XP_046607200.1 XP_046607236.1	XP_046412484.1 XP_046412493.1 XP_046412464.1 XP_046412501.1 XP_046412475.1	XP_046753206.1
OG_6924	XP_046484825.1 XP_046484826.1 XP_046484827.1 XP_046484829.1 XP_046484830.1 XP_046484831.1 XP_046484832.1 XP_046484833.1	XP_015523554.1 XP_046596172.1 XP_046596173.1 XP_046596174.1 XP_046596175.1 XP_046596176.1 XP_046596177.1 XP_046596178.1	XP_046622412.1 XP_046622413.1 XP_046622414.1 XP_046622415.1 XP_046622416.1 XP_046622418.1 XP_046622419.1 XP_046622420.1	XP_046427975.1 XP_046427976.1 XP_046427977.1 XP_046427978.1 XP_046427979.1 XP_046427980.1 XP_046427981.1 XP_046427982.1	XP_046745318.1 XP_046745313.1 XP_046745314.1 XP_046745315.1 XP_046745316.1 XP_046745317.1
OG_6925	XP_046484834.1 XP_046484835.1 XP_046484836.1 XP_046484837.1	XP_046596182.1 XP_046596183.1 XP_046596184.1 XP_046596185.1	XP_046622425.1 XP_046622426.1 XP_046622428.1 XP_046622429.1	XP_046425730.1 XP_046425731.1 XP_046425732.1 XP_046425733.1	XP_046746086.1 XP_046746084.1 XP_046746085.1
OG_6926	XP_046484841.1 XP_046484842.1 XP_046484843.1 XP_046484845.1 XP_046484846.1 XP_046484847.1 XP_046484848.1 XP_046484849.1 XP_046491162.1	XP_046597286.1 XP_046597287.1 XP_046597280.1 XP_046597281.1 XP_046597282.1 XP_046597283.1 XP_046597284.1 XP_046597285.1	XP_046620981.1 XP_046620982.1 XP_046620984.1 XP_046620985.1 XP_046620986.1 XP_046620987.1 XP_046620988.1 XP_046620989.1	XP_046428181.1 XP_046428182.1 XP_046428183.1 XP_046428184.1 XP_046428185.1 XP_046428186.1 XP_046428187.1 XP_046428188.1	XP_046747323.1
OG_6927	XP_046484861.1 XP_046484862.1 XP_046484863.1 XP_046484864.1 XP_046484865.1	XP_046597675.1 XP_046597676.1 XP_046597677.1 XP_046597678.1 XP_046597679.1	XP_046621967.1 XP_046621968.1 XP_046621969.1 XP_046621970.1 XP_046621971.1	XP_046428082.1 XP_046428083.1 XP_046428084.1 XP_046428085.1 XP_046428086.1	XP_046744942.1 XP_046744943.1 XP_046744941.1
OG_6928	XP_046484878.1 XP_046484877.1	XP_015516811.1 XP_015516810.1	XP_046622047.1 XP_046622048.1	XP_046428178.1 XP_046428179.1	XP_046744787.1
OG_6929	XP_046484880.1 XP_046484881.1 XP_046484882.1 XP_046484883.1 XP_046484884.1 XP_046484885.1 XP_046484886.1 XP_046484887.1 XP_046484889.1 XP_046484890.1 XP_046484891.1 XP_046484892.1 XP_046484893.1	XP_046598278.1 XP_046598279.1 XP_015511100.1 XP_015511101.2 XP_015511099.2 XP_046598270.1 XP_046598271.1 XP_046598272.1 XP_046598273.1 XP_046598274.1 XP_046598275.1 XP_046598276.1 XP_046598277.1	XP_046622630.1 XP_046622631.1 XP_046622619.1 XP_046622620.1 XP_046622621.1 XP_046622622.1 XP_046622623.1 XP_046622624.1 XP_046622625.1 XP_046622626.1 XP_046622628.1 XP_046622629.1	XP_046428769.1 XP_046428770.1 XP_046428771.1 XP_046428772.1 XP_046428773.1 XP_046428774.1 XP_046428775.1 XP_046428776.1 XP_046428777.1 XP_046428778.1 XP_046428767.1 XP_046428768.1	XP_046746644.1 XP_046746646.1 XP_046746647.1 XP_046746648.1 XP_046746649.1 XP_046746650.1 XP_046746651.1 XP_046746652.1 XP_046746653.1
OG_6930	XP_046484888.1 XP_046484898.1	XP_046594377.1 XP_046594380.1	XP_046619340.1 XP_046619332.1	XP_046425538.1 XP_046425547.1	XP_046752708.1 XP_046752709.1
OG_6931	XP_046484895.1 XP_046484896.1 XP_046484897.1 XP_046484899.1 XP_046484900.1	XP_046598281.1 XP_046598283.1 XP_015511163.2 XP_015511164.2 XP_046598284.1	XP_046622633.1 XP_046622634.1 XP_046622635.1 XP_046622636.1	XP_046428781.1 XP_046428782.1 XP_046428783.1 XP_046428784.1 XP_046428785.1	XP_046746775.1 XP_046746777.1 XP_046746778.1
OG_6932	XP_046484902.1 XP_046484901.1	XP_046598286.1 XP_015511066.2 XP_046598285.1	XP_046622642.1 XP_046622643.1	XP_046428792.1 XP_046428793.1 XP_046428794.1 XP_046428795.1 XP_046428796.1 XP_046428797.1	XP_046746479.1 XP_046746480.1 XP_046746476.1 XP_046746477.1
OG_6933	XP_046484903.1 XP_046484904.1 XP_046484905.1 XP_046484906.1 XP_046484907.1 XP_046484908.1 XP_046484909.1 XP_046484910.1 XP_046484911.1 XP_046484912.1	XP_015511108.2 XP_046598287.1 XP_046598288.1 XP_046598289.1 XP_046598290.1 XP_046598291.1 XP_046598292.1 XP_015511104.1 XP_015511105.2 XP_015511106.2	XP_046622644.1 XP_046622645.1 XP_046622646.1 XP_046622647.1 XP_046622648.1 XP_046622649.1 XP_046622650.1 XP_046622652.1 XP_046622653.1 XP_046622654.1 XP_046622655.1	XP_046428801.1 XP_046428802.1 XP_046428803.1 XP_046428804.1 XP_046428805.1 XP_046428806.1 XP_046428807.1 XP_046428808.1 XP_046428809.1 XP_046428798.1 XP_046428799.1	XP_046746662.1 XP_046746663.1 XP_046746665.1 XP_046746666.1 XP_046746667.1 XP_046746668.1 XP_046746669.1 XP_046746659.1 XP_046746660.1 XP_046746661.1
OG_6934	XP_046484923.1 XP_046484924.1	XP_015511123.1 XP_015511124.1	XP_046622665.1 XP_046622666.1	XP_046428819.1 XP_046428820.1	XP_046746782.1 XP_046746781.1
OG_6935	XP_046484936.1 XP_046484944.1 XP_046484954.1 XP_046484926.1 XP_046484962.1	XP_046594412.1 XP_015514099.1 XP_015514101.1 XP_046594426.1 XP_046594434.1	XP_046619366.1 XP_046619404.1 XP_046619375.1 XP_046619413.1 XP_046619384.1 XP_046619393.1	XP_046425604.1 XP_046425576.1 XP_046425616.1 XP_046425585.1 XP_046425594.1	XP_046752710.1 XP_046752711.1 XP_046752713.1 XP_046752714.1
OG_6936	XP_046484934.1 XP_046484935.1 XP_046484930.1 XP_046484931.1 XP_046484932.1 XP_046484933.1	XP_015511166.2 XP_046598299.1 XP_046598300.1 XP_046598301.1 XP_046598302.1 XP_046598303.1 XP_046598304.1	XP_046622672.1 XP_046622673.1 XP_046622674.1 XP_046622675.1 XP_046622676.1 XP_046622677.1 XP_046622680.1	XP_046428825.1 XP_046428826.1 XP_046428827.1 XP_046428828.1 XP_046428829.1 XP_046428830.1 XP_046428831.1	XP_046746783.1 XP_046746784.1
OG_6937	XP_046484943.1 XP_046484945.1 XP_046484946.1 XP_046484947.1 XP_046484948.1 XP_046484949.1 XP_046484950.1 XP_046484951.1 XP_046484952.1	XP_015511110.1 XP_015511111.1 XP_046598308.1 XP_046598309.1 XP_015511115.1 XP_015511116.1	XP_046622688.1 XP_046622689.1 XP_046622690.1 XP_046622691.1 XP_046622692.1	XP_046428841.1 XP_046428842.1 XP_046428843.1 XP_046428840.1 XP_046428844.1 XP_046428845.1	XP_046746686.1 XP_046746687.1 XP_046746684.1 XP_046746685.1
OG_6938	XP_046484958.1 XP_046484959.1 XP_046484960.1 XP_046484957.1	XP_046598266.1 XP_046598267.1 XP_046598268.1	XP_046622062.1 XP_046622063.1 XP_046622057.1 XP_046622060.1	XP_046428161.1 XP_046427478.1 XP_046428158.1 XP_046428159.1	XP_046745051.1
OG_6939	XP_046484967.1 XP_046484968.1 XP_046484174.1	XP_015523929.1 XP_015523930.1 XP_046597051.1	XP_046622058.1 XP_046622059.1 XP_046619327.1	XP_046428162.1 XP_046428163.1	XP_046745052.1
OG_6940	XP_046484983.1 XP_046484984.1 XP_046484981.1	XP_046597704.1 XP_015522822.1 XP_015522823.1	XP_046622134.1 XP_046622135.1 XP_046622136.1	XP_046428306.1 XP_046428307.1 XP_046428308.1	XP_046745894.1 XP_046745892.1 XP_046745893.1
OG_6941	XP_046484986.1 XP_046484987.1 XP_046484988.1 XP_046484989.1 XP_046484991.1 XP_046484992.1 XP_046484993.1 XP_046484994.1 XP_046484995.1 XP_046484996.1 XP_046484997.1	XP_046596710.1 XP_046596711.1 XP_046596712.1 XP_046596713.1 XP_046596714.1 XP_046596715.1 XP_046596716.1 XP_046596717.1 XP_046596718.1 XP_046596720.1 XP_046596707.1 XP_046596708.1 XP_046596709.1	XP_046622137.1 XP_046622138.1 XP_046622139.1 XP_046622140.1 XP_046622141.1 XP_046622142.1 XP_046622143.1 XP_046622144.1 XP_046622145.1 XP_046622146.1 XP_046622147.1	XP_046427088.1 XP_046427090.1 XP_046427091.1 XP_046427092.1 XP_046427093.1 XP_046427094.1 XP_046427095.1 XP_046427096.1 XP_046427097.1 XP_046427098.1 XP_046427099.1	XP_046747302.1 XP_046747303.1 XP_046747292.1 XP_046747293.1 XP_046747294.1 XP_046747295.1 XP_046747296.1 XP_046747297.1 XP_046747298.1 XP_046747299.1 XP_046747300.1
OG_6942	XP_046485032.1 XP_046485004.1 XP_046485069.1 XP_046485043.1 XP_046485014.1 XP_046485052.1 XP_046485023.1 XP_046485059.1	XP_046594471.1 XP_046594506.1 XP_046594477.1 XP_046594482.1 XP_046594454.1 XP_046594459.1 XP_046594493.1 XP_046594466.1 XP_046594499.1	XP_046619468.1 XP_046619501.1 XP_046619474.1 XP_046619509.1 XP_046619483.1 XP_046619519.1 XP_046619458.1 XP_046619493.1	XP_046425698.1 XP_046425672.1 XP_046425705.1 XP_046425709.1 XP_046425682.1 XP_046425719.1 XP_046425690.1 XP_046425728.1	XP_046752718.1 XP_046752716.1 XP_046752717.1
OG_6943	XP_046485010.1 XP_046485011.1 XP_046485012.1 XP_046485013.1 XP_046485015.1	XP_046597720.1 XP_046597721.1 XP_046597722.1 XP_046597723.1 XP_046597724.1 XP_015515913.1	XP_046622224.1 XP_046622225.1 XP_046622226.1 XP_046622228.1 XP_046622229.1 XP_046622230.1 XP_046622231.1	XP_046428346.1 XP_046428347.1 XP_046428348.1 XP_046428349.1 XP_046428351.1 XP_046428352.1	XP_046745541.1
OG_6944	XP_046485022.1 XP_046485024.1 XP_046485025.1 XP_046485026.1	XP_046597731.1 XP_046597730.1 XP_015515911.2 XP_046597732.1	XP_046622238.1 XP_046622239.1 XP_046622236.1 XP_046622237.1	XP_046428361.1 XP_046428357.1 XP_046428358.1 XP_046428360.1	XP_046746750.1 XP_046746751.1
OG_6945	XP_046485030.1 XP_046485031.1 XP_046485033.1 XP_046485034.1 XP_046485035.1 XP_046485036.1	XP_015517127.2 XP_046597737.1 XP_046597738.1 XP_046597739.1 XP_046597736.1 XP_046597740.1	XP_046619377.1 XP_046619378.1 XP_046619379.1 XP_046619380.1 XP_046619381.1 XP_046619382.1	XP_046428282.1 XP_046428283.1 XP_046428285.1 XP_046428286.1 XP_046428287.1 XP_046428288.1	XP_046745109.1 XP_046745110.1 XP_046745111.1 XP_046745113.1 XP_046745114.1 XP_046745115.1
OG_6946	XP_046485384.1 XP_046485129.1 XP_046485037.1 XP_046485298.1 XP_046485214.1 XP_046485472.1	XP_046602698.1 XP_046602701.1 XP_046602704.1 XP_046602710.1 XP_046602716.1 XP_046602691.1	XP_046623912.1 XP_046623947.1 XP_046623920.1 XP_046623955.1 XP_046623929.1 XP_046623937.1	XP_046414117.1 XP_046414125.1 XP_046414135.1 XP_046414110.1 XP_046414144.1	XP_046752775.1 XP_046752776.1 XP_046752777.1
OG_6947	XP_046485047.1 XP_046485048.1	XP_046597746.1 XP_046597747.1 XP_015523909.1	XP_046622151.1 XP_046622152.1 XP_046622154.1	XP_046428211.1 XP_046428212.1	XP_046745163.1 XP_046745164.1
OG_6948	XP_046485056.1 XP_046485057.1	XP_046597752.1 XP_015523898.2	XP_046622161.1 XP_046622163.1	XP_046428237.1 XP_046428238.1	XP_046745185.1 XP_046745186.1
OG_6949	XP_046485062.1 XP_046485063.1 XP_046485064.1 XP_046485065.1 XP_046485066.1 XP_046485067.1 XP_046485068.1 XP_046485070.1 XP_046485071.1 XP_046485072.1 XP_046485073.1 XP_046485074.1 XP_046485075.1	XP_015523312.1 XP_015523313.1 XP_015523314.1 XP_046595383.1 XP_046595384.1 XP_046595386.1 XP_046595387.1 XP_046595388.1 XP_015523308.1 XP_015523309.1 XP_015523310.1 XP_015523311.1	XP_046622374.1 XP_046622375.1 XP_046622376.1 XP_046622378.1 XP_046622379.1 XP_046622380.1 XP_046622368.1 XP_046622369.1 XP_046622370.1 XP_046622371.1 XP_046622372.1 XP_046622373.1	XP_046427169.1 XP_046427170.1 XP_046427171.1 XP_046427172.1 XP_046427173.1 XP_046427174.1 XP_046427176.1 XP_046427177.1 XP_046427178.1 XP_046427166.1 XP_046427167.1 XP_046427168.1	XP_046747014.1 XP_046747015.1 XP_046747016.1 XP_046747005.1 XP_046747006.1 XP_046747007.1 XP_046747008.1 XP_046747009.1 XP_046747010.1 XP_046747011.1 XP_046747012.1 XP_046747013.1
OG_6950	XP_046485076.1 XP_046485077.1 XP_046485078.1 XP_046485079.1 XP_046485080.1 XP_046485081.1 XP_046485082.1 XP_046485083.1 XP_046485084.1 XP_046485086.1 XP_046485087.1 XP_046485088.1	XP_046595947.1 XP_046595948.1 XP_046595949.1 XP_046595950.1 XP_046595951.1 XP_046595952.1 XP_046595953.1 XP_046595954.1 XP_046595955.1 XP_046595956.1 XP_015523292.1 XP_015523293.1	XP_046622381.1 XP_046622382.1 XP_046622383.1 XP_046622384.1 XP_046622385.1 XP_046622386.1 XP_046622388.1 XP_046622389.1 XP_046622390.1 XP_046622391.1 XP_046622392.1 XP_046622393.1 XP_046622394.1	XP_046427179.1 XP_046427180.1 XP_046427181.1 XP_046427182.1 XP_046427183.1 XP_046427184.1 XP_046427185.1 XP_046427187.1 XP_046427188.1 XP_046427189.1 XP_046427190.1 XP_046427191.1	XP_046747017.1 XP_046747019.1 XP_046747020.1 XP_046747021.1 XP_046747022.1 XP_046747023.1 XP_046747024.1 XP_046747025.1 XP_046747026.1
OG_6951	XP_046485100.1 XP_046485109.1 XP_046485085.1 XP_046485120.1 XP_046485091.1	XP_046594538.1 XP_046594523.1 XP_015514076.1 XP_015514077.1 XP_046594529.1	XP_046619558.1 XP_046619533.1 XP_046619567.1 XP_046619539.1 XP_046619548.1	XP_046425766.1 XP_046425741.1 XP_046425775.1 XP_046425751.1 XP_046425758.1	XP_046752719.1 XP_046752720.1 XP_046752721.1 XP_046752723.1
OG_6952	XP_046485090.1 XP_046491163.1	XP_015522803.2			
OG_6953	XP_046485094.1 XP_046485095.1 XP_046485096.1 XP_046485093.1	XP_015519116.1 XP_015519117.1 XP_015519118.1 XP_046597768.1	XP_046619367.1 XP_046619363.1 XP_046619364.1 XP_046619365.1	XP_046424969.1 XP_046424970.1 XP_046424971.1 XP_046424973.1	XP_046744454.1 XP_046744455.1 XP_046744456.1 XP_046744458.1
OG_6954	XP_046485098.1 XP_046485099.1 XP_046485101.1	XP_015519124.1 XP_046597770.1 XP_015519123.1	XP_046619387.1 XP_046619388.1 XP_046619389.1	XP_046424977.1 XP_046424975.1 XP_046424976.1	XP_046744582.1 XP_046744583.1 XP_046744581.1
OG_6955	XP_046485106.1 XP_046485107.1 XP_046485108.1 XP_046485110.1 XP_046485111.1 XP_046485112.1 XP_046485113.1 XP_046485114.1 XP_046485115.1 XP_046485116.1 XP_046485117.1 XP_046485118.1 XP_046485119.1 XP_046485121.1 XP_046485122.1 XP_046485123.1	XP_046597227.1 XP_046597228.1 XP_046597229.1 XP_046597230.1 XP_046597231.1 XP_046597232.1 XP_046597233.1 XP_046597234.1 XP_046597235.1 XP_046597236.1 XP_046597238.1 XP_046597239.1 XP_046597240.1 XP_046597241.1 XP_046597242.1	XP_046619072.1	XP_046425222.1 XP_046425223.1 XP_046425224.1 XP_046425226.1 XP_046425227.1 XP_046425228.1 XP_046425229.1 XP_046425230.1 XP_046425231.1 XP_046425232.1 XP_046425233.1 XP_046425234.1 XP_046425235.1 XP_046425237.1 XP_046425238.1 XP_046425239.1 XP_046425240.1	XP_046746154.1 XP_046746155.1 XP_046746156.1 XP_046746158.1 XP_046746159.1 XP_046746160.1 XP_046746161.1 XP_046746162.1
OG_6956	XP_046485126.1 XP_046485124.1 XP_046485125.1	XP_046597246.1 XP_046597247.1	XP_046618279.1 XP_046618280.1	XP_046424631.1 XP_046424632.1	XP_046746163.1 XP_046746164.1
OG_6957	XP_046485132.1 XP_046485133.1	XP_015523301.1 XP_046597250.1	XP_046619073.1	XP_046425241.1 XP_046425242.1	XP_046746172.1
OG_6958	XP_046485136.1 XP_046485137.1 XP_046485138.1 XP_046485139.1 XP_046485140.1	XP_015522154.1 XP_015522155.1 XP_046597811.1 XP_046597812.1	XP_046622298.1 XP_046622299.1 XP_046622300.1 XP_046622303.1 XP_046622304.1	XP_046428372.1 XP_046428373.1 XP_046428374.1 XP_046428376.1 XP_046428377.1	XP_046746891.1 XP_046746892.1 XP_046746893.1 XP_046746894.1 XP_046746895.1 XP_046746896.1
OG_6959	XP_046485152.1 XP_046485153.1 XP_046485154.1	XP_046597817.1 XP_046597818.1 XP_015516241.1	XP_046622599.1 XP_046622600.1 XP_046622601.1	XP_046428595.1 XP_046428596.1	XP_046747342.1 XP_046747341.1
OG_6960	XP_046485158.1 XP_046485159.1 XP_046485160.1 XP_046485161.1 XP_046485162.1 XP_046485163.1 XP_046485164.1 XP_046485156.1 XP_046485157.1	XP_046597819.1 XP_046597820.1 XP_046597821.1 XP_046597822.1 XP_046597823.1 XP_046597824.1 XP_046597825.1 XP_046597826.1 XP_046597827.1	XP_046622602.1 XP_046622603.1 XP_046622604.1 XP_046622605.1 XP_046622606.1 XP_046622607.1 XP_046622608.1 XP_046622609.1 XP_046622610.1 XP_046622611.1 XP_046622612.1 XP_046622613.1	XP_046428597.1 XP_046428598.1 XP_046428599.1 XP_046428600.1	XP_046747347.1 XP_046747348.1
OG_6961	XP_046485176.1 XP_046485177.1 XP_046485178.1	XP_046597390.1 XP_046597391.1 XP_015520955.1	XP_046621258.1 XP_046621259.1 XP_046621260.1	XP_046427828.1 XP_046427829.1 XP_046427831.1	XP_046744801.1 XP_046744802.1
OG_6962	XP_046485180.1 XP_046485181.1	XP_015520956.1 XP_015520957.1	XP_046621264.1 XP_046621265.1	XP_046427834.1 XP_046427835.1	XP_046744804.1 XP_046744805.1
OG_6963	XP_046485191.1 XP_046485192.1 XP_046485193.1 XP_046485195.1 XP_046485196.1 XP_046485197.1 XP_046485198.1 XP_046485199.1 XP_046485200.1 XP_046485201.1 XP_046485202.1 XP_046485203.1 XP_046485204.1 XP_046485205.1 XP_046485206.1 XP_046485207.1 XP_046485208.1	XP_046597414.1 XP_046597397.1 XP_046597398.1 XP_046597399.1 XP_046597400.1 XP_046597401.1 XP_046597402.1 XP_046597403.1 XP_046597404.1 XP_046597406.1 XP_046597407.1 XP_046597408.1 XP_046597409.1 XP_046597410.1 XP_046597411.1 XP_046597412.1 XP_046597413.1	XP_046621702.1 XP_046621703.1 XP_046621704.1 XP_046621705.1 XP_046621706.1 XP_046621708.1 XP_046621709.1 XP_046621710.1 XP_046621711.1 XP_046621712.1 XP_046621713.1 XP_046621714.1 XP_046621715.1 XP_046621716.1 XP_046621717.1 XP_046621719.1 XP_046621720.1	XP_046428556.1 XP_046428557.1 XP_046428558.1 XP_046428559.1 XP_046428560.1 XP_046428561.1 XP_046428562.1 XP_046428564.1 XP_046428565.1 XP_046428566.1 XP_046428567.1 XP_046428568.1 XP_046428569.1 XP_046428570.1 XP_046428571.1 XP_046428572.1 XP_046428573.1	XP_046745575.1 XP_046745557.1 XP_046745558.1 XP_046745559.1 XP_046745560.1 XP_046745561.1 XP_046745562.1 XP_046745564.1 XP_046745565.1 XP_046745566.1 XP_046745567.1 XP_046745568.1 XP_046745569.1 XP_046745570.1 XP_046745571.1 XP_046745572.1 XP_046745573.1
OG_6964	XP_046485209.1 XP_046485219.1	XP_015525016.1 XP_046590788.1	XP_046608339.1 XP_046608349.1	XP_046424649.1 XP_046424640.1	XP_046752631.1 XP_046752633.1
OG_6965	XP_046485210.1 XP_046485211.1 XP_046485212.1 XP_046485213.1 XP_046485215.1 XP_046485216.1 XP_046485217.1 XP_046485218.1	XP_015510323.2 XP_015510324.2 XP_015510325.2 XP_046597843.1 XP_046597844.1 XP_046597845.1 XP_046597846.1	XP_046620520.1 XP_046620522.1 XP_046620523.1 XP_046620524.1 XP_046620525.1 XP_046620526.1 XP_046620527.1	XP_046428449.1 XP_046428450.1 XP_046428451.1 XP_046428452.1 XP_046428453.1 XP_046428446.1 XP_046428447.1 XP_046428448.1	XP_046745238.1 XP_046745235.1 XP_046745236.1 XP_046745237.1
OG_6966	XP_046485222.1 XP_046485223.1 XP_046485224.1 XP_046485220.1 XP_046485221.1	XP_046597847.1 XP_046597848.1 XP_046597849.1 XP_046597850.1 XP_015510304.2	XP_046620588.1 XP_046620589.1 XP_046620590.1 XP_046620591.1 XP_046620592.1	XP_046428454.1 XP_046428455.1 XP_046428456.1 XP_046428457.1 XP_046428458.1	XP_046744440.1 XP_046744441.1
OG_6967	XP_046485225.1 XP_046485226.1 XP_046485227.1 XP_046485228.1 XP_046485229.1 XP_046485230.1	XP_015515702.2 XP_015515703.2 XP_046597905.1 XP_046597906.1 XP_015515700.2 XP_015515701.2	XP_046622868.1 XP_046622869.1 XP_046622871.1 XP_046622872.1 XP_046622873.1 XP_046622874.1	XP_046429160.1 XP_046429161.1 XP_046429162.1 XP_046429163.1 XP_046429164.1 XP_046429165.1	XP_046745030.1 XP_046745031.1 XP_046745032.1 XP_046745025.1 XP_046745026.1 XP_046745027.1 XP_046745028.1
OG_6968	XP_046485231.1 XP_046485232.1 XP_046485234.1 XP_046485235.1 XP_046485236.1	XP_046597907.1 XP_046597908.1 XP_046597909.1 XP_046597910.1 XP_015515694.2	XP_046622875.1 XP_046622876.1 XP_046622877.1 XP_046622878.1 XP_046622879.1	XP_046429166.1 XP_046429167.1 XP_046429168.1 XP_046429170.1 XP_046429171.1	XP_046745033.1 XP_046745034.1 XP_046745035.1 XP_046745036.1 XP_046745037.1
OG_6969	XP_046485233.1 XP_046485243.1	XP_046596649.1 XP_015520636.2	XP_046617550.1 XP_046617559.1	XP_046424595.1 XP_046424605.1	XP_046751805.1 XP_046751797.1
OG_6970	XP_046485244.1 XP_046485245.1	XP_015515707.1 XP_015515708.1	XP_046622892.1	XP_046429180.1	XP_046744895.1
OG_6971	XP_046485248.1 XP_046485249.1	XP_015515715.1 XP_015515716.1	XP_046622896.1 XP_046622897.1 XP_046622898.1	XP_046429183.1 XP_046429184.1	XP_046744897.1
OG_6972	XP_046485250.1 XP_046485251.1 XP_046485252.1 XP_046485253.1	XP_046597917.1 XP_046597919.1 XP_015515695.1 XP_046597920.1	XP_046622902.1 XP_046622899.1 XP_046622900.1 XP_046622901.1	XP_046429185.1 XP_046429186.1 XP_046429188.1 XP_046429189.1	XP_046744737.1 XP_046744738.1 XP_046744739.1 XP_046744740.1
OG_6973	XP_046485254.1 XP_046485256.1	XP_015515691.1 XP_046597921.1	XP_046622904.1 XP_046622905.1	XP_046429190.1 XP_046429191.1	XP_046744898.1 XP_046744899.1
OG_6974	XP_046485290.1 XP_046485291.1	XP_046597871.1 XP_015513514.1	XP_046623186.1 XP_046623187.1	XP_046428543.1	XP_046746530.1
OG_6975	XP_046485294.1 XP_046485292.1 XP_046485293.1	XP_046597872.1 XP_015513504.1	XP_046623190.1 XP_046623191.1 XP_046623189.1	XP_046428545.1 XP_046428546.1 XP_046428547.1	XP_046746532.1 XP_046746533.1
OG_6976	XP_046485318.1 XP_046485319.1 XP_046485303.1 XP_046485304.1 XP_046485305.1 XP_046485306.1 XP_046485307.1 XP_046485308.1 XP_046485309.1 XP_046485310.1 XP_046485312.1 XP_046485313.1 XP_046485314.1 XP_046485315.1 XP_046485316.1 XP_046485317.1	XP_046597862.1 XP_046597863.1 XP_046597864.1 XP_046597865.1 XP_046597866.1 XP_046597867.1 XP_046597868.1 XP_046597869.1 XP_046597870.1 XP_046597855.1 XP_046597856.1 XP_046597857.1 XP_046597858.1 XP_046597859.1 XP_046597860.1 XP_046597861.1	XP_046622502.1 XP_046622484.1 XP_046622485.1 XP_046622486.1 XP_046622489.1 XP_046622490.1 XP_046622491.1 XP_046622492.1 XP_046622493.1 XP_046622495.1 XP_046622496.1 XP_046622497.1 XP_046622498.1 XP_046622499.1 XP_046622500.1 XP_046622501.1	XP_046428518.1 XP_046428519.1 XP_046428520.1 XP_046428522.1 XP_046428523.1 XP_046428524.1 XP_046428525.1 XP_046428526.1 XP_046428527.1 XP_046428528.1 XP_046428529.1 XP_046428530.1 XP_046428531.1 XP_046428533.1 XP_046428534.1 XP_046428535.1	XP_046747174.1 XP_046747176.1 XP_046747177.1 XP_046747178.1 XP_046747179.1 XP_046747166.1 XP_046747167.1 XP_046747168.1 XP_046747169.1 XP_046747170.1 XP_046747171.1 XP_046747172.1 XP_046747173.1
OG_6977	XP_046485321.1 XP_046485322.1 XP_046485323.1 XP_046485324.1	XP_015516233.1 XP_015516227.1 XP_015516228.1 XP_015516229.1 XP_015516232.1	XP_046622504.1 XP_046622505.1 XP_046622506.1 XP_046622507.1	XP_046428537.1 XP_046428538.1 XP_046428539.1 XP_046428540.1	XP_046747211.1 XP_046747212.1
OG_6978	XP_046485333.1 XP_046485325.1	XP_046596616.1 XP_046596626.1	XP_046617710.1 XP_046617699.1	XP_046424794.1 XP_046424803.1	XP_046738372.1
OG_6979	XP_046468084.1		XP_046605027.1	XP_046411932.1	
OG_6980	XP_046485327.1 XP_046485328.1 XP_046485329.1 XP_046485330.1 XP_046485331.1 XP_046485332.1 XP_046485334.1 XP_046485335.1 XP_046485336.1 XP_046485337.1 XP_046485338.1 XP_046485339.1 XP_046485340.1 XP_046485341.1	XP_015522158.1 XP_046597877.1 XP_046597878.1 XP_046597879.1 XP_046597880.1 XP_046597881.1 XP_046597882.1 XP_046597883.1 XP_046597885.1 XP_046597886.1 XP_046597887.1 XP_046597888.1 XP_046597889.1 XP_046597890.1	XP_046622508.1 XP_046622510.1 XP_046622511.1 XP_046622512.1 XP_046622513.1 XP_046622514.1 XP_046622515.1 XP_046622516.1 XP_046622517.1 XP_046622518.1 XP_046622519.1 XP_046622521.1 XP_046622522.1 XP_046622523.1 XP_046622524.1	XP_046428577.1 XP_046428578.1 XP_046428579.1 XP_046428580.1 XP_046428581.1 XP_046428582.1 XP_046428583.1 XP_046428585.1 XP_046428586.1 XP_046428575.1 XP_046428576.1	XP_046745414.1 XP_046745415.1 XP_046745416.1 XP_046745410.1 XP_046745411.1 XP_046745412.1 XP_046745413.1
